date,time,category,sub-category,article,branch,link
2014-08-13,23:41:35,military,military event,Operation Medak Pocket,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621133444&oldid=619783444
2014-08-13,23:54:58,military,military equipment,List of modern Canadian Army equipm,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621134922&oldid=611944107
2014-08-14,00:00:35,military,military equipment,List of modern Canadian Army equipm,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621135519&oldid=621134922
2014-08-14,00:03:31,politics,politician,Alison Redford,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621135860&oldid=620612941
2014-08-14,12:03:37,place,quebec canada,Chelsea Quebec,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621200232&oldid=597585340
2014-08-14,12:06:25,place,quebec canada,Chelsea Quebec,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621200527&oldid=621200232
2014-08-14,12:06:47,place,quebec canada,Chelsea Quebec,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621200572&oldid=621200527
2014-08-14,15:12:11,science,theory,Sociology,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621220724&oldid=619758533
2014-08-14,15:27:19,science,theory,Sociology,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621222502&oldid=621220724
2014-08-14,16:32:34,place,nunavut canada,Resolute Nunavut,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=621230695&oldid=618372177
2014-08-14,18:47:46,sports,soccer,Fraser Forster,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621246225&oldid=621221904
2014-08-14,19:29:52,politics,politician,Governor (United States),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621251130&oldid=620865981
2014-08-14,22:35:31,military,pilot,Jeremy Hansen,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621272810&oldid=614240586
2014-08-14,22:38:22,military,pilot,Jeremy Hansen,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=621273090&oldid=621272810
2014-08-15,10:49:00,sports,baseball,Nova Scotia Senior Baseball League,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621334850&oldid=569870182
2014-08-15,10:50:02,sports,baseball,Nova Scotia Senior Baseball League,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621334948&oldid=621334850
2014-08-15,10:53:56,sports,baseball,Nova Scotia Senior Baseball League,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621335283&oldid=621334948
2014-08-15,14:08:45,science,science object,Bean,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=621354440&oldid=619214783
2014-08-15,14:18:39,media,game,Vs. System,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621355847&oldid=621251071
2014-08-15,15:39:36,politics,politician,Costas Menegakis,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=621366430&oldid=619550110
2014-08-15,15:39:43,product,food,International availability of Fanta,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621366441&oldid=620870382
2014-08-15,19:17:52,education,university,List of Carleton University people,Industry Canada,http://en.wikipedia.org/w/index.php?diff=621392878&oldid=620198326
2014-08-15,19:18:43,education,university,List of Carleton University people,Industry Canada,http://en.wikipedia.org/w/index.php?diff=621392968&oldid=621392878
2014-08-18,09:54:53,media,actor,Elisha Cuthbert,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621752407&oldid=621160375
2014-08-18,14:48:54,science,animal,Eastern wolf,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621778952&oldid=616135152
2014-08-18,14:51:15,science,animal,Eastern wolf,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621779183&oldid=621778952
2014-08-18,14:51:57,science,animal,Eastern wolf,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621779245&oldid=621779183
2014-08-18,15:27:27,religion,religious music,Tala' al Badru 'Alayna,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621782763&oldid=617161174
2014-08-18,15:27:57,religion,religious music,Tala' al Badru 'Alayna,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621782821&oldid=621782763
2014-08-18,18:11:29,media,music,Metalcore,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621802722&oldid=621185397
2014-08-19,11:17:38,template,template,Modèle:Alignement Rouge et Noir d'Ottawa,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106479797&oldid=106037599&rcid=124121710
2014-08-19,13:47:31,politics,politician,Larry Miller (Canadian politician),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=621915107&oldid=601976558
2014-08-19,15:20:07,media,comic,Johnny Wander,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621925968&oldid=608372991
2014-08-19,16:45:25,politics,political event,Timeline of the Euromaidan,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=621936488&oldid=621806756
2014-08-19,16:59:34,media,music,Maroon 5,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=621938325&oldid=621724311
2014-08-19,19:52:11,art,environmental history,History of flooding in Canada,Environment Canada,http://en.wikipedia.org/w/index.php?diff=621958413&oldid=621324341
2014-08-19,19:53:17,art,environmental history,History of flooding in Canada,Environment Canada,http://en.wikipedia.org/w/index.php?diff=621958575&oldid=621958413
2014-08-19,20:10:06,science,flood,1973 Saint John River Flood,Environment Canada,http://en.wikipedia.org/w/index.php?diff=621961010&oldid=392181499
2014-08-19,20:16:31,art,environmental history,History of flooding in Canada,Environment Canada,http://en.wikipedia.org/w/index.php?diff=621961963&oldid=621958575
2014-08-19,20:19:43,art,environmental history,History of flooding in Canada,Environment Canada,http://en.wikipedia.org/w/index.php?diff=621962354&oldid=621961963
2014-08-19,20:21:23,science,flood,1973 Saint John River Flood,Environment Canada,http://en.wikipedia.org/w/index.php?diff=621962580&oldid=621961010
2014-08-20,14:26:13,user,user,User talk:Nmcke,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=622062501&oldid=618114882
2014-08-20,14:53:34,media,television,Peter Mansbridge,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=622065451&oldid=622060125
2014-08-20,14:55:55,politics,royalty,Stephen I of Hungary,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=622065708&oldid=622000895
2014-08-20,15:03:32,media,television,Peter Mansbridge,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=622066606&oldid=622065726
2014-08-20,15:11:16,place,british colombia canada,British Columbia,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=622067472&oldid=621446235
2014-08-20,15:16:44,user,user,User talk:Nmcke,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=622068041&oldid=622067238
2014-08-20,15:17:52,user,user,User talk:Nmcke,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=622068156&oldid=622068041
2014-08-20,16:02:47,sports,soccer,Toronto FC,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=622072922&oldid=622015914
2014-08-20,16:06:54,sports,soccer,Toronto FC,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=622073335&oldid=622072922
2014-08-20,16:32:39,sports,soccer,Toronto FC,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=622076350&oldid=622073335
2014-08-20,16:46:18,military,military unit,HMCS Charlottetown (FFH 339),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622077880&oldid=611112384
2014-08-20,17:56:36,police,police,Durham Regional Police Service,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622085746&oldid=602350445
2014-08-21,14:11:34,media,game,Star Citizen,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622200318&oldid=622137550
2014-08-21,17:22:39,politics,politics event,Party Whip (Canada),Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=622222552&oldid=572362105
2014-08-21,18:53:20,science,theory,List of waterfalls by type,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622233299&oldid=612451306
2014-08-21,19:04:28,military,military equipment,Char M1 Abrams,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=106702766&oldid=106681185&rcid=124455636
2014-08-22,13:47:05,media,company,Zellers,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622338671&oldid=622111987
2014-08-22,14:39:52,media,music,Sgt. Pepper's Lonely Hearts Club Band,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622344786&oldid=621781182
2014-08-22,14:42:39,media,music,The Beatles (album),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622345132&oldid=622239060
2014-08-22,15:27:48,media,editor,Raymond Heard,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622350225&oldid=621538154
2014-08-22,18:59:34,place,transport,Jamsil Station,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622373508&oldid=583881083
2014-08-22,20:50:01,aviation,airline,KLM,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622385963&oldid=622379215
2014-08-22,22:09:17,military,military place,Base des Forces canadiennes Valcartier,Library and Archives Canada,http://fr.wikipedia.org/w/index.php?diff=106762605&oldid=104652129&rcid=124547911
2014-08-23,19:01:18,police,prison,Dorchester Penitentiary,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622503745&oldid=581413519
2014-08-23,19:01:51,police,prison,Dorchester Penitentiary,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622503807&oldid=622503745
2014-08-23,19:04:07,education,high school,Springhill Institution,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622504068&oldid=613035135
2014-08-24,19:27:42,politics,law,Gun politics in Canada,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622640995&oldid=617772024
2014-08-24,23:27:20,politics,politics event,2010 G-20 Toronto summit,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622667964&oldid=603770634
2014-08-24,23:29:26,politics,politics event,2010 G-20 Toronto summit,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622668170&oldid=622667964
2014-08-25,13:55:30,sports,soccer,1980 FA Cup Final,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622742513&oldid=617627519
2014-08-25,14:42:49,place,quebec canada,Maclaren Cemetery,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622748209&oldid=613142335
2014-08-25,15:26:33,technology,telephone,Indicatifs régionaux 819 et 873,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106844445&oldid=106227624&rcid=124723652
2014-08-25,16:29:23,politics,department,Shared services,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622760957&oldid=609383884
2014-08-25,16:35:49,terrorism,terrorism plot,2006 Ontario terrorism plot,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622761745&oldid=614608199
2014-08-25,18:14:38,technology,telephone,Indicatifs régionaux 819 et 873,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106849431&oldid=106844445&rcid=124731433
2014-08-25,18:26:23,technology,telephone,Indicatifs régionaux 819 et 873,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106849750&oldid=106849431&rcid=124732242
2014-08-25,18:56:25,military,military event,List of Canadian military operation,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622779223&oldid=622310926
2014-08-25,20:13:32,sports,football,Winnipeg Blue Bombers,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622789234&oldid=622374073
2014-08-25,21:10:31,aboriginal,First Nations,Alexis Nakota Sioux First Nation,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622796373&oldid=605105887
2014-08-26,11:22:55,politics,politician,Marcel Masse,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106869086&oldid=106599415&rcid=124773725
2014-08-26,11:29:00,place,africa,Port-Gentil,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106869247&oldid=101587943&rcid=124774092
2014-08-26,12:00:14,politics,politician,Marcel Masse,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622873743&oldid=622871070
2014-08-26,12:38:07,media,actor,Dalida,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622877232&oldid=620332689
2014-08-26,13:35:35,sports,hockey,Cumberland Panthers,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622882974&oldid=592035847
2014-08-26,13:57:24,science,science object,Q6725965,Shared Services Canada,http://www.wikidata.org/w/index.php?diff=153520379&oldid=10868985&rcid=153952273
2014-08-26,14:12:01,science,theory,Watt,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622886923&oldid=622556036
2014-08-26,14:15:17,media,actor,Lynne Griffin,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622887273&oldid=618824588
2014-08-26,15:02:34,military,military unit,Canadian Forces Military Police,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622893231&oldid=598744412
2014-08-26,15:03:31,military,military unit,Canadian Forces Military Police,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=622893360&oldid=622893231
2014-08-26,15:39:11,education,high school,Bishop Carroll High School (Calgary Alberta),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=622898041&oldid=619056249
2014-08-26,17:01:32,military,military unit,Voluntary Aid Detachment,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=622907822&oldid=616128246
2014-08-27,12:18:11,media,television,Dallas (2012 TV series),Government of Canada,http://en.wikipedia.org/w/index.php?diff=623016184&oldid=622384146
2014-08-27,12:18:11,media,television,Dallas (2012 TV series),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=623016184&oldid=622384146
2014-08-27,13:31:53,language,name,Ghislain,Shared Services Canada,http://fr.wikipedia.org/w/index.php?diff=106905068&oldid=104141574&rcid=124848495
2014-08-27,13:38:25,sports,football,Las Vegas Posse,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=623024894&oldid=622691238
2014-08-27,13:39:10,sports,football,Las Vegas Posse,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=623025013&oldid=623024894
2014-08-27,14:01:24,media,event,Tabagie (feast),Canadian Museum of Civilization,http://en.wikipedia.org/w/index.php?diff=623028208&oldid=615742077
2014-08-27,14:50:44,portal,portal,Portal:Current events/2014 August 26,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=623035611&oldid=623031186
