Start Date,End Date,Event Title,Arc,Label,Tags,Participants,Notes
29/08/2014,29/08/2014,CFS Alert,,military,military place,Canadian Department of National Defence,
29/08/2014,29/08/2014,Phillips Exeter Academy,,education,high school,Shared Services Canada,
29/08/2014,29/08/2014,Type 97 Chi-Ha,,military,military equipment,Shared Services Canada,
29/08/2014,29/08/2014,Type 97 Chi-Ha,,military,military equipment,Shared Services Canada,
29/08/2014,29/08/2014,Closed system,,science,theory,Shared Services Canada,
29/08/2014,29/08/2014,Richard Dawkins,,science,scientist,Industry Canada,
31/08/2014,31/08/2014,Bens De Luxe Delicatessen,,company,restauraunt,Canadian Department of National Defence,
31/08/2014,31/08/2014,Bens De Luxe Delicatessen,,company,restauraunt,Canadian Department of National Defence,
31/08/2014,31/08/2014,435 Transport and Rescue Squadron,,military,military unit,Canadian Department of National Defence,
31/08/2014,31/08/2014,Bens De Luxe Delicatessen,,company,restauraunt,Canadian Department of National Defence,
31/08/2014,31/08/2014,Bens De Luxe Delicatessen,,company,restauraunt,Canadian Department of National Defence,
02/09/2014,02/09/2014,List of foreign recipients of the Légion d'Honne,,military,soldier,Shared Services Canada,
02/09/2014,02/09/2014,Kristine Kathryn Rusch,,media,author,Statistics Canada,
02/09/2014,02/09/2014,Higher education,,education,university,Shared Services Canada,
02/09/2014,02/09/2014,République dominicaine,,place,caribbean,Natural Resources Canada,
02/09/2014,02/09/2014,Liste d'escadron de cadets de l'aviation royal du Canada,,military,military unit,Canadian Space Agency,
02/09/2014,02/09/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
02/09/2014,02/09/2014,Liste d'escadron de cadets de l'aviation royal du Canada,,military,military unit,Canadian Space Agency,
02/09/2014,02/09/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
02/09/2014,02/09/2014,Bansi Lal,,politics,politician,Correctional Services Canada,
03/09/2014,03/09/2014,Histoire des droits des homosexuels au Canada,,politics,law,Canadian House of Commons,
03/09/2014,03/09/2014,Geography of Macau,,place,geography,Shared Services Canada,
03/09/2014,03/09/2014,Richard Dawkins,,science,scientist,Industry Canada,
03/09/2014,03/09/2014,BlackBerry,,technology,phone,Shared Services Canada,
03/09/2014,03/09/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
03/09/2014,03/09/2014,Lise St-Denis,,politics,politician,Canadian House of Commons,
03/09/2014,03/09/2014,Lise St-Denis,,politics,politician,Canadian House of Commons,
03/09/2014,03/09/2014,List of BlackBerry products,,technology,phone,Shared Services Canada,
03/09/2014,03/09/2014,2014–15 Football League Cup,,sports,football,Canadian Department of National Defence,
03/09/2014,03/09/2014,BlackBerry Porsche Design P9982,,technology,phone,Shared Services Canada,
03/09/2014,03/09/2014,Jerry Agar,,media,radio,Shared Services Canada,
03/09/2014,03/09/2014,Lise St-Denis,,politics,politician,Canadian House of Commons,
03/09/2014,03/09/2014,Lise St-Denis,,politics,politician,Canadian House of Commons,
03/09/2014,03/09/2014,Land reclamation in Monaco,,politics,political event,Shared Services Canada,
03/09/2014,03/09/2014,Geography of San Marino,,place,geography,Shared Services Canada,
03/09/2014,03/09/2014,Lise St-Denis,,politics,politician,Canadian House of Commons,
03/09/2014,03/09/2014,Lise St-Denis,,politics,politician,Canadian House of Commons,
03/09/2014,03/09/2014,User talk:Knipptang,,user,user,Canadian Broadcasting Corporation,
03/09/2014,03/09/2014,List of Koei Tecmo games,,media,games,Shared Services Canada,
03/09/2014,03/09/2014,Mistral-class amphibious assault sh,,military,military equipment,Canadian Department of National Defence,
03/09/2014,03/09/2014,Mistral-class amphibious assault sh,,military,military equipment,Canadian Department of National Defence,
04/09/2014,04/09/2014,GRIB,,science,meteorology,Environment Canada,
04/09/2014,04/09/2014,Discussion:Route 138 (Québec),,talk,talk,Department of Fisheries and Oceans,
04/09/2014,04/09/2014,Discussion:Route 138 (Québec),,talk,talk,Shared Services Canada,
04/09/2014,04/09/2014,Talk:Gruppo Bertone,,talk,talk,Canadian Department of National Defence,
04/09/2014,04/09/2014,Talk:Gruppo Bertone,,talk,talk,Canadian Department of National Defence,
04/09/2014,04/09/2014,Talk:Gruppo Bertone,,talk,talk,Canadian Department of National Defence,
04/09/2014,04/09/2014,Merivale High School,,education,high school,Shared Services Canada,
04/09/2014,04/09/2014,Merivale High School,,education,high school,Shared Services Canada,
04/09/2014,04/09/2014,Harmonic oscillator,,science,science object,Natural Resources Canada,
04/09/2014,04/09/2014,Harmonic oscillator,,science,science object,Natural Resources Canada,
05/09/2014,05/09/2014,Armée impériale japonaise,,military,military unit,Shared Services Canada,
05/09/2014,05/09/2014,Armée impériale japonaise,,military,military unit,Shared Services Canada,
05/09/2014,05/09/2014,List of Glee episodes,,media,television,Shared Services Canada,
05/09/2014,05/09/2014,Grizzly Man,,media,film,Shared Services Canada,
05/09/2014,05/09/2014,Rival Sons,,media,television,Shared Services Canada,
05/09/2014,05/09/2014,Rival Sons,,media,television,Shared Services Canada,
05/09/2014,05/09/2014,NanoRacks CubeSat Deployer,,science,space,Canadian Space Agency,
05/09/2014,05/09/2014,Chris Beal,,sports,mixed martial arts,Statistics Canada,
05/09/2014,05/09/2014,Samuel Andrews (chemist),,science,scientist,Canadian Broadcasting Corporation,
07/09/2014,07/09/2014,Q13297392,,science,science object,Environment Canada,
07/09/2014,07/09/2014,Q8858140,,science,science object,Environment Canada,
08/09/2014,08/09/2014,ATP World Tour records,,sports,tennis,Canadian Department of National Defence,
08/09/2014,08/09/2014,Kaleb Simmonds,,media,singer,Shared Services Canada,
08/09/2014,08/09/2014,List of units of the Canadian Army,,military,military unit,Canadian Department of National Defence,
08/09/2014,08/09/2014,Battle of Panjwaii,,military,military battle,Canadian Department of National Defence,
08/09/2014,08/09/2014,Scotch Road,,media,television,Library and Archives Canada,
08/09/2014,08/09/2014,Tallinn Manual,,technology,law,Canadian Department of National Defence,
08/09/2014,08/09/2014,Frank McGill,,military,soldier,Library and Archives Canada,
08/09/2014,08/09/2014,Pink Floyd – The Wall,,media,music,Canadian Department of National Defence,
09/09/2014,09/09/2014,Thermomètre,,science,science object,Shared Services Canada,
09/09/2014,09/09/2014,Dallas (2012 TV series),,media,television,Government of Canada,
09/09/2014,09/09/2014,Dallas (2012 TV series),,media,television,Shared Services Canada,
09/09/2014,09/09/2014,War and Peace,,media,book,Finance Canada,
09/09/2014,09/09/2014,War and Peace,,media,book,Shared Services Canada,
09/09/2014,09/09/2014,Loopy De Loop,,media,television,Government of Canada,
09/09/2014,09/09/2014,Loopy De Loop,,media,television,Shared Services Canada,
09/09/2014,09/09/2014,Book of Revelation,,religion,religion,Shared Services Canada,
09/09/2014,09/09/2014,Book of Revelation,,religion,religion,Shared Services Canada,
09/09/2014,09/09/2014,Hanna–Barbera Classics Collection,,media,television,Government of Canada,
09/09/2014,09/09/2014,Hanna–Barbera Classics Collection,,media,television,Shared Services Canada,
09/09/2014,09/09/2014,Hanna–Barbera Classics Collection,,media,television,Government of Canada,
09/09/2014,09/09/2014,Hanna–Barbera Classics Collection,,media,television,Shared Services Canada,
09/09/2014,09/09/2014,Hanna–Barbera Classics Collection,,media,television,Government of Canada,
09/09/2014,09/09/2014,Hanna–Barbera Classics Collection,,media,television,Shared Services Canada,
09/09/2014,09/09/2014,Simone Zaza,,sports,soccer,Shared Services Canada,
09/09/2014,09/09/2014,Embassy of Canada Washington D.C.,,politics,department,Shared Services Canada,
09/09/2014,09/09/2014,Family Ties,,media,television,Shared Services Canada,
09/09/2014,09/09/2014,Eddie Edgar,,sports,soccer,Canadian House of Commons,
10/09/2014,10/09/2014,Otto Carius,,military,soldier,Canadian Department of National Defence,
10/09/2014,10/09/2014,Otto Carius,,military,soldier,Canadian Department of National Defence,
10/09/2014,10/09/2014,Passage du Nord-Ouest,,place,geography,Shared Services Canada,
10/09/2014,10/09/2014,Parks Canada,,place,ontario canada,Shared Services Canada,
10/09/2014,10/09/2014,Parcs Canada,,place,ontario canada,Shared Services Canada,
10/09/2014,10/09/2014,Newfoundland English,,language,language,Shared Services Canada,
10/09/2014,10/09/2014,Queen Maud Gulf Migratory Bird Sanctuary,,place,nunavut canada,Environment Canada,
10/09/2014,10/09/2014,Jean-François Larose,,politics,politician,Canadian House of Commons,
10/09/2014,10/09/2014,Jean-François Larose,,politics,politician,Canadian House of Commons,
10/09/2014,10/09/2014,Royal Canadian Navy,,military,military unit,Canadian Department of National Defence,
10/09/2014,10/09/2014,Cameroon national football team,,sports,soccer,Shared Services Canada,
10/09/2014,10/09/2014,Cameroon national football team,,sports,soccer,Shared Services Canada,
10/09/2014,10/09/2014,Wendy Son,,media,music,Shared Services Canada,
10/09/2014,10/09/2014,Cameroon national football team,,sports,soccer,Shared Services Canada,
10/09/2014,10/09/2014,Cameroon national football team,,sports,soccer,Shared Services Canada,
10/09/2014,10/09/2014,Cameroon national football team,,sports,soccer,Shared Services Canada,
10/09/2014,10/09/2014,Cameroon national football team,,sports,soccer,Shared Services Canada,
10/09/2014,10/09/2014,Saint John New Brunswick,,place,new brunswick canada,Canadian Department of National Defence,
10/09/2014,10/09/2014,White Rock British Columbia,,place,british colombia canada,Shared Services Canada,
11/09/2014,11/09/2014,Sacrifice Medal,,military,military event,Canadian Department of National Defence,
11/09/2014,11/09/2014,Kunal Nayyar,,media,actor,Shared Services Canada,
11/09/2014,11/09/2014,Lake Chad,,place,africa,Shared Services Canada,
11/09/2014,11/09/2014,Lake Chad,,place,africa,Shared Services Canada,
11/09/2014,11/09/2014,Lake Chad,,place,africa,Shared Services Canada,
11/09/2014,11/09/2014,HMCS Iroquois (DDG 280),,military,military unit,Canadian Department of National Defence,
11/09/2014,11/09/2014,Light crude oil,,science,product,Shared Services Canada,
11/09/2014,11/09/2014,List of Ottawa churches,,religion,religious place,Statistics Canada,
11/09/2014,11/09/2014,List of Ottawa churches,,religion,religious place,Statistics Canada,
11/09/2014,11/09/2014,List of Ottawa churches,,religion,religious place,Statistics Canada,
11/09/2014,11/09/2014,List of Ottawa churches,,religion,religious place,Statistics Canada,
11/09/2014,11/09/2014,Lieutenant (Canada),,military,military rank,Canadian Department of National Defence,
11/09/2014,11/09/2014,Taoism,,religion,religion,Environment Canada,
12/09/2014,12/09/2014,List of First Nations governments,,aboriginal,First Nations,Shared Services Canada,
15/09/2014,15/09/2014,Lady Ann Strait,,place,nunavut canada,Environment Canada,
15/09/2014,15/09/2014,File:Nur fur deutsche.jpg,,file,file,Canadian Department of National Defence,
15/09/2014,15/09/2014,Rupert's Land,,place,north america,Shared Services Canada,
15/09/2014,15/09/2014,Never Say Never,,media,music,Shared Services Canada,
15/09/2014,15/09/2014,The Untouchables (film),,media,film,Finance Canada,
15/09/2014,15/09/2014,The Untouchables (film),,media,film,Shared Services Canada,
15/09/2014,15/09/2014,HMS Birkenhead (1845),,military,military unit,Finance Canada,
15/09/2014,15/09/2014,HMS Birkenhead (1845),,military,military unit,Shared Services Canada,
16/09/2014,16/09/2014,List of diplomatic missions of Canada,,politics,department,Shared Services Canada,
16/09/2014,16/09/2014,GURPS,,media,game,Shared Services Canada,
16/09/2014,16/09/2014,Shirt Tales,,product,clothing,Government of Canada,
16/09/2014,16/09/2014,Shirt Tales,,product,clothing,Shared Services Canada,
16/09/2014,16/09/2014,Hanna–Barbera Classics Collection,,media,television,Government of Canada,
16/09/2014,16/09/2014,Hanna–Barbera Classics Collection,,media,television,Shared Services Canada,
16/09/2014,16/09/2014,Shirt Tales,,product,clothing,Government of Canada,
16/09/2014,16/09/2014,Shirt Tales,,product,clothing,Shared Services Canada,
16/09/2014,16/09/2014,Quebec French profanity,,language,language,Shared Services Canada,
16/09/2014,16/09/2014,Quebec French profanity,,language,language,Shared Services Canada,
16/09/2014,16/09/2014,Secret Nation,,media,film,Canadian House of Commons,
16/09/2014,16/09/2014,Existence of God,,religion,religion,Finance Canada,
16/09/2014,16/09/2014,Existence of God,,religion,religion,Shared Services Canada,
16/09/2014,16/09/2014,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
16/09/2014,16/09/2014,Eve Adams,,politics,politician,Canadian House of Commons,
17/09/2014,17/09/2014,File:Böenfront.jpg,,file,file,Environment Canada,
17/09/2014,17/09/2014,File:Фронтальный раздел около Томска.jpg,,file,file,Environment Canada,
17/09/2014,17/09/2014,Crombie REIT,,science,math,Shared Services Canada,
17/09/2014,17/09/2014,Vernon Ontario,,place,ontario canada,Canadian Department of National Defence,
17/09/2014,17/09/2014,21 Electronic Warfare Regiment,,military,military unit,Canadian Department of National Defence,
17/09/2014,17/09/2014,Transportation in North America,,politics,law,Statistics Canada,
17/09/2014,17/09/2014,Transportation in North America,,politics,law,Statistics Canada,
17/09/2014,17/09/2014,Transportation in North America,,politics,law,Statistics Canada,
17/09/2014,17/09/2014,Transportation in North America,,politics,law,Statistics Canada,
17/09/2014,17/09/2014,Draft:Veterans Land Act,,draft,draft,Finance Canada,
17/09/2014,17/09/2014,Draft:Veterans Land Act,,draft,draft,Shared Services Canada,
17/09/2014,17/09/2014,Draft:Veterans Land Act,,draft,draft,Finance Canada,
17/09/2014,17/09/2014,Draft:Veterans Land Act,,draft,draft,Shared Services Canada,
18/09/2014,18/09/2014,Nicole Scherzinger,,media,actor,Shared Services Canada,
18/09/2014,18/09/2014,Nicole Scherzinger,,media,actor,Shared Services Canada,
18/09/2014,18/09/2014,Modélisation de processus,,template,template,Shared Services Canada,
18/09/2014,18/09/2014,Ocean sunfish,,animal,water animal,Finance Canada,
18/09/2014,18/09/2014,Ocean sunfish,,animal,water animal,Shared Services Canada,
18/09/2014,18/09/2014,Amherst Nova Scotia,,place,nova scotia canada,Canadian Department of National Defence,
18/09/2014,18/09/2014,Template:WA Entertainment,,template,template,Shared Services Canada,
18/09/2014,18/09/2014,Template:WA Entertainment,,template,template,Shared Services Canada,
18/09/2014,18/09/2014,Amoeba Culture,,science,science object,Shared Services Canada,
