date,category,sub-category,article,branch
26/01/2015,technology,cleaning,Vacuum,Canadian Department of National Defence
26/01/2015,media,poetry,Rhysling Award,Shared Services Canada
26/01/2015,military,military unit,Sherbrooke Hussars,Canadian Department of National Defence
26/01/2015,military,military unit,Sherbrooke Hussars,Canadian Department of National Defence
26/01/2015,military,military unit,Sherbrooke Hussars,Canadian Department of National Defence
26/01/2015,military,military unit,Sherbrooke Hussars,Canadian Department of National Defence
26/01/2015,military,military unit,Sherbrooke Hussars,Canadian Department of National Defence
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Department of Fisheries and Oceans
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Shared Services Canada
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Department of Fisheries and Oceans
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Shared Services Canada
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Department of Fisheries and Oceans
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Shared Services Canada
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Department of Fisheries and Oceans
27/01/2015,place,nova scotia canada,Halifax Nova Scotia,Shared Services Canada
27/01/2015,science,scientist,Duncan McNab McEachran,Canadian House of Commons
27/01/2015,science,science object,Q4960350,Shared Services Canada
28/01/2015,language,language,Emeritus,Shared Services Canada
28/01/2015,product,food,List of supermarket chains in Canada,Shared Services Canada
28/01/2015,media,author,Nathan Burgoine,Shared Services Canada
28/01/2015,sports,hockey,John Slaney,Shared Services Canada
28/01/2015,media,cartoon,John Kricfalusi,Canadian Department of National Defence
28/01/2015,talk,talk,Talk:United States diplomatic cable,Canadian Department of National Defence
28/01/2015,talk,talk,Talk:United States diplomatic cable,Canadian Department of National Defence
28/01/2015,talk,talk,Talk:United States diplomatic cable,Canadian Department of National Defence
28/01/2015,media,television,Pepper Ann,Shared Services Canada
28/01/2015,military,military unit,1st Canadian Armoured Brigade,Canadian Department of National Defence
29/01/2015,politics,event,Suicide of Rehtaeh Parsons,Canadian Department of National Defence
29/01/2015,media,television,The Game (UK TV series),Shared Services Canada
29/01/2015,media,television,The Game (UK TV series),Transport Canada
29/01/2015,media,music,2015 in South Korean music,Shared Services Canada
29/01/2015,politics,organisation,Economic Club of Canada,Canadian House of Commons
29/01/2015,media,television,Suhana Meharchand,Canadian House of Commons
29/01/2015,media,film,The House of the Devil,Shared Services Canada
29/01/2015,place,ontario canada,Arcade Building (Toronto),Canadian Department of National Defence
30/01/2015,education,high school,Belmont Secondary School,Canadian Department of National Defence
30/01/2015,military,military unit,HMCS Calgary,Canadian Department of National Defence
30/01/2015,politics,politician,Ted Opitz,Canadian House of Commons
30/01/2015,media,film,The Last Starfighter,Shared Services Canada
30/01/2015,media,film,The Last Starfighter,Shared Services Canada
30/01/2015,media,film,The Last Starfighter,Shared Services Canada
30/01/2015,media,film,The Last Starfighter,Shared Services Canada
30/01/2015,military,soldier,Harold Pringle,Canadian Department of National Defence
02/02/2015,technology,software,Objet (informatique),Natural Resources Canada
02/02/2015,military,military event,Counter-recruitment,Shared Services Canada
02/02/2015,media,play,The 39 Steps (play),Canadian Department of National Defence
02/02/2015,media,comedy,Patrick Barlow,Canadian Department of National Defence
02/02/2015,media,comedy,Patrick Barlow,Canadian Department of National Defence
02/02/2015,media,comedy,Patrick Barlow,Canadian Department of National Defence
02/02/2015,media,play,The 39 Steps (play),Canadian Department of National Defence
02/02/2015,poltics,politician,Thomas Mulcair,Canadian House of Commons
02/02/2015,politics,politician,Yvon Godin,Canadian House of Commons
02/02/2015,sports,football,Canadian Interuniversity Sport football,Canadian House of Commons
02/02/2015,sports,football,Canadian Football League,Canadian House of Commons
02/02/2015,sports,football,Canadian Football League,Canadian House of Commons
02/02/2015,politics,politician,Alberto Fujimori,Shared Services Canada
02/02/2015,politics,royalty,Koppány,Canadian Department of National Defence
02/02/2015,politics,politics event,Progressive Conservative Party of Ontario leaders,Canadian House of Commons
03/02/2015,military,military unit,German submarine U-536,Canadian Department of National Defence
03/02/2015,media,author,Elizabeth J. Duncan,Department of Fisheries and Oceans
03/02/2015,media,author,Elizabeth J. Duncan,Shared Services Canada
03/02/2015,place,ontario canada,Ottawa West—Nepean,Shared Services Canada
03/02/2015,place,north america,Bay Roberts,Canadian Department of National Defence
03/02/2015,place,ontario canada,Ottawa West—Nepean,Shared Services Canada
03/02/2015,education,high school,Osgoode Township High School,Canadian Department of National Defence
03/02/2015,media,television,The Flintstone Comedy Hour,Shared Services Canada
03/02/2015,media,television,The Flintstone Comedy Hour,Government of Canada
03/02/2015,politics,law,Indian Act,Canadian Department of National Defence
03/02/2015,politics,law,Indian Act,Canadian Department of National Defence
03/02/2015,talk,talk,Talk:Indian Act,Canadian Department of National Defence
03/02/2015,talk,talk,Talk:Indian Act,Canadian Department of National Defence
03/02/2015,talk,talk,Talk:Indian Act,Canadian Department of National Defence
03/02/2015,terrorism,attack,2014 shootings at Parliament Hill ,Canadian Department of National Defence
03/02/2015,sports,soccer,Hao Haidong,Shared Services Canada
03/02/2015,sports,soccer,Hao Haidong,Shared Services Canada
03/02/2015,military,military equipment,Maroon beret,Canadian Department of National Defence
05/02/2015,deleted,deleted,Ewa Mółr,Shared Services Canada
05/02/2015,military,military unit,HMCS St. John's (FFH 340),Canadian Department of National Defence
05/02/2015,military,military unit,Canadian Armed Forces,Canadian Department of National Defence
05/02/2015,media,singer,G.Soul,Shared Services Canada
05/02/2015,media,music,JYP Entertainment,Shared Services Canada
05/02/2015,template,template,Template:JYP Entertainment,Shared Services Canada
05/02/2015,military,military unit,Royal Canadian Horse Artillery,Canadian Department of National Defence
05/02/2015,police,firearms,Authorization to Transport,Shared Services Canada
05/02/2015,police,firearms,Authorization to Transport,Transport Canada
05/02/2015,media,music,I Mother Earth,Shared Services Canada
05/02/2015,media,music,I Mother Earth,Shared Services Canada
05/02/2015,media,music,I Mother Earth,Shared Services Canada
05/02/2015,arts,architecture,Carpenter Gothic,Natural Resources Canada
05/02/2015,arts,architecture,Carpenter Gothic,Natural Resources Canada
06/02/2015,military,military unit,The Grey and Simcoe Foresters,Canadian Department of National Defence
06/02/2015,education,high school,Cairine Wilson Secondary School,Shared Services Canada
06/02/2015,military,military unit,Le Régiment de Hull (RCAC),Canadian Department of National Defence
06/02/2015,military,military unit,Le Régiment de Hull (RCAC),Canadian Department of National Defence
06/02/2015,military,military unit,Le Régiment de Hull (RCAC),Canadian Department of National Defence
06/02/2015,politics,law,Acte de Québec,Shared Services Canada
06/02/2015,politics,law,Acte de Québec,Shared Services Canada
06/02/2015,media,music,2015 in South Korean music,Shared Services Canada
06/02/2015,place,quebec canada,Beauharnois (ville),Canadian House of Commons
06/02/2015,media,music,Alan Gilbert (conductor),Shared Services Canada
08/02/2015,military,military unit,The Brockville Rifles,Shared Services Canada
08/02/2015,media,television,Fugget About It,Shared Services Canada
08/02/2015,sports,mixed martial arts,Steve Vigneault,Finance Canada
08/02/2015,sports,mixed martial arts,Steve Vigneault,Shared Services Canada
09/02/2015,military,military place,Joint Force Training Centre,Canadian Department of National Defence
09/02/2015,sports,soccer,Équipe du Sénégal de football,Shared Services Canada
09/02/2015,place,nova scotia canada,Halifax Nova Scotia,Shared Services Canada
09/02/2015,place,nova scotia canada,Halifax Nova Scotia,Department of Fisheries and Oceans
09/02/2015,place,ontario canada,Oakville North—Burlington,Shared Services Canada
09/02/2015,place,ontario canada,Oakville North—Burlington,Shared Services Canada
09/02/2015,military,military equipment,CCGS Hudson,Shared Services Canada
09/02/2015,military,military equipment,CCGS Hudson,Shared Services Canada
09/02/2015,sports,athletics,Athlete Assistance Program,Shared Services Canada
09/02/2015,politics,politics event,28e conseil des ministres du Canada,Shared Services Canada
10/02/2015,military,military unit,HMCS Carleton,Canadian Department of National Defence
10/02/2015,military,military event,Operation Varsity,Canadian Department of National Defence
10/02/2015,education,professor,Lawrence A. Mysak,Shared Services Canada
10/02/2015,education,professor,Lawrence A. Mysak,Shared Services Canada
11/02/2015,military,military unit,The Grey and Simcoe Foresters,Canadian Department of National Defence
11/02/2015,media,television,Salem's Lot (1979 miniseries),Canadian Department of National Defence
11/02/2015,military,military event,Queen's Regulations and Orders for ,Canadian Department of National Defence
11/02/2015,media,music,Gabriel Cusson,Shared Services Canada
11/02/2015,media,music,Gabriel Cusson,Transport Canada
11/02/2015,place,america,Croton-on-Hudson New York,Department of Justice Canada
11/02/2015,place,america,Croton-on-Hudson New York,Department of Justice Canada
12/02/2015,military,military place,Dalton Armoury,Shared Services Canada
12/02/2015,language,title,Babu (title),Canadian Department of National Defence
12/02/2015,politics,law,Section 1782 Discovery,Industry Canada
13/02/2015,politics,politician,Assad Kotaite,Shared Services Canada
13/02/2015,military,military unit,Governor General's Foot Guards,Department of Justice Canada
14/02/2015,education,high school,La Salle Secondary School,Shared Services Canada
14/02/2015,sports,football,Matt Kirk,Shared Services Canada
14/02/2015,sports,football,Matt Kirk,Shared Services Canada
14/02/2015,politics,organisation,Alpine Canada,Shared Services Canada
14/02/2015,sports,roller skating,Championnat du monde de roller in l,Canadian Department of National Defence
16/02/2015,military,military event,ISIL takeover of Derna,Shared Services Canada
16/02/2015,disambiguation,disambiguation,Vovin,Canadian Department of National Defence
16/02/2015,military,military equipment,Orca-class patrol vessel,Canadian Department of National Defence
17/02/2015,place,america,Geneva Illinois,Shared Services Canada
17/02/2015,politics,organisation,The Walter and Duncan Gordon Foundation,Canadian Broadcasting Corporation
17/02/2015,media,comic,Alpha Flight,Shared Services Canada
17/02/2015,sports,hockey,World Pond Hockey Championships,Shared Services Canada
17/02/2015,sports,hockey,World Pond Hockey Championships,Shared Services Canada
17/02/2015,military,military unit,Royal Military College of Canada,Canadian Department of National Defence
17/02/2015,science,geographic place,Rotten and pocket boroughs,Department of Justice Canada
17/02/2015,science,geographic place,Rotten and pocket boroughs,Department of Justice Canada
17/02/2015,politics,politician,Irwin Cotler,Canadian House of Commons
17/02/2015,company,company,Restaurant Brands International,Shared Services Canada
17/02/2015,sports,pole vault,Tatiana P. Grigorieva,Environment Canada
17/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
17/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
17/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
17/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
17/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,people,punjabi people,Punjabi people,Shared Services Canada
18/02/2015,military,soldier,Combatant,Canadian Department of National Defence
18/02/2015,technology,theory,Quantitative computed tomography,Shared Services Canada
18/02/2015,politics,department,Transport Canada,Transport Canada
18/02/2015,politics,department,Transport Canada,Shared Services Canada
18/02/2015,media,music,Put Your Dreams Away (For Another Day),Canadian Broadcasting Corporation
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,technology,product,Rolltop desk,Industry Canada
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
18/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military equipment,C79 optical sight,Canadian Department of National Defence
19/02/2015,military,military equipment,C79 optical sight,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,politics,politician,Allison Macfarlane,Shared Services Canada
19/02/2015,police,crime,Crime in Venezuela,Shared Services Canada
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,politics,department,Nuclear Regulatory Commission,Shared Services Canada
19/02/2015,politics,department,Canadian Nuclear Safety Commission,Shared Services Canada
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
19/02/2015,politics,organisation,Canadian Policy Research Networks,Industry Canada
19/02/2015,politics,organisation,Canadian Policy Research Networks,Industry Canada
20/02/2015,science,science object,Q19323444,Shared Services Canada
20/02/2015,police,police,List of law enforcement agencies in Canada,Shared Services Canada
20/02/2015,science,theory,Rivière atmosphérique,Environment Canada
20/02/2015,template,template,Template:JYP Entertainment,Shared Services Canada
20/02/2015,science,theory,Vaccinium vitis-idaea,Shared Services Canada
20/02/2015,media,radio,CBM-CFS3,Natural Resources Canada
20/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
20/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
20/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
20/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
20/02/2015,science,theory,Rivière atmosphérique,Environment Canada
21/02/2015,people,semite people,Sémites,Canadian Department of National Defence
21/02/2015,science,space,Luna 5,Environment Canada
21/02/2015,media,manga,Shion (Saint Seiya),Environment Canada
21/02/2015,place,europe,Agnières-en-Dévoluy,Environment Canada
21/02/2015,science,theory,Climat des Hautes-Pyrénées,Environment Canada
21/02/2015,media,manga,Grand Line,Environment Canada
21/02/2015,media,game,Solatorobo: Red the Hunter,Environment Canada
21/02/2015,arts,actor,Chen Shu,Environment Canada
21/02/2015,media,film,Le Triomphe de la volonté,Environment Canada
21/02/2015,place,mountain,Monts Huang,Environment Canada
21/02/2015,police,police,Service de police de la ville de Montréal,Environment Canada
21/02/2015,police,police,Police municipale (Canada),Environment Canada
21/02/2015,police,police,Service de police de Hamilton,Environment Canada
21/02/2015,police,police,Service de police de la Ville de Québec,Environment Canada
21/02/2015,police,police,Service de police de Toronto,Environment Canada
21/02/2015,place,america,Virginia Peak (Nevada),Environment Canada
23/02/2015,talk,talk,Talk:Great power/History,Shared Services Canada
23/02/2015,media,music,Frank Sinatra Jr.,Shared Services Canada
23/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
23/02/2015,talk,talk,Talk:Dumas Brothel,Natural Resources Canada
23/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
23/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
23/02/2015,military,military equipment,LAPV Enok,Canadian Department of National Defence
23/02/2015,media,author,Pattie Mallette,Shared Services Canada
23/02/2015,media,book,How Few Remain,Canadian House of Commons
23/02/2015,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence
23/02/2015,talk,talk,Talk:Spawn (comics),Shared Services Canada
24/02/2015,media,television,Fresh Off the Boat,Shared Services Canada
24/02/2015,product,food,Wagon Wheels,Shared Services Canada
24/02/2015,product,food,Wagon Wheels,Shared Services Canada
24/02/2015,military,military unit,65th Infantry Regiment (United Stat,Canadian Department of National Defence
25/02/2015,media,radio,Grant Lawrence,Canadian Broadcasting Corporation
25/02/2015,media,radio,Grant Lawrence,Canadian Broadcasting Corporation
25/02/2015,people,canadian people,List of people from London Ontario,Canadian Department of National Defence
25/02/2015,politics,politician,Maurice Vellacott,Canadian House of Commons
25/02/2015,politics,politician,Maurice Vellacott,Canadian House of Commons
25/02/2015,politics,politician,Brian Jean,Canadian House of Commons
26/02/2015,media,painting,Voice of Fire,Canadian Department of National Defence
26/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
26/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,military,military equipment,M203 grenade launcher,Canadian Department of National Defence
26/02/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
26/02/2015,place,british colombia canada,Tahsis,Canadian Department of National Defence
26/02/2015,place,british colombia canada,Tahsis,Canadian Department of National Defence
26/02/2015,politics,politician,Blake Richards,Canadian House of Commons
26/02/2015,politics,politicians,Jamie Nicholls,Canadian House of Commons
26/02/2015,military,military unit,Canadian Forces Northern Area Headquarters Yellowkni,Shared Services Canada
26/02/2015,military,military unit,Canadian Forces Northern Area Headquarters Yellowkni,Shared Services Canada
26/02/2015,talk,talk,Talk:Instagram,Environment Canada
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,place,quebec canada,Charny (Lévis),Canadian Department of National Defence
26/02/2015,science,animal,List of bears,Shared Services Canada
27/02/2015,science,theory,Toluene,Natural Resources Canada
27/02/2015,science,science object,SDSS J0100+2802,Department of Justice Canada
27/02/2015,sports,curling,2015 Tim Hortons Brier,Shared Services Canada
27/02/2015,sports,hockey,Earl Armstrong Arena,Shared Services Canada
27/02/2015,sports,hockey,Earl Armstrong Arena,Shared Services Canada
27/02/2015,sports,hockey,Earl Armstrong Arena,Shared Services Canada
27/02/2015,sports,hockey,Earl Armstrong Arena,Shared Services Canada
27/02/2015,sports,hockey,Earl Armstrong Arena,Shared Services Canada
27/02/2015,politics,politician,Maurice Vellacott,Canadian House of Commons
27/02/2015,politics,politician,Maurice Vellacott,Canadian House of Commons
27/02/2015,politics,politician,Maurice Vellacott,Canadian House of Commons
01/03/2015,aviation,airline,Aéreo Calafia,Shared Services Canada
01/03/2015,file,file,File:Historic American Buildings Survey  Arnold Moses  P,Environment Canada
01/03/2015,file,file,File:Thunderstorm near Elko Nevada.JPG,Environment Canada
01/03/2015,file,file,File:Cloud and Thunderstorm.jpg,Environment Canada
01/03/2015,science,flood,Grande inondation de 1862,Environment Canada
01/03/2015,science,theory,Nuage noctulescent,Environment Canada
01/03/2015,science,theory,Nuage noctulescent,Environment Canada
01/03/2015,science,theory,Nuage noctulescent,Environment Canada
01/03/2015,science,theory,Nuage noctulescent,Environment Canada
02/03/2015,sports,hockey,Jeff Petry,Shared Services Canada
02/03/2015,media,dancer,Beryl McBurnie,Shared Services Canada
02/03/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
02/03/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
02/03/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
02/03/2015,language,language,Quebec French profanity,Shared Services Canada
02/03/2015,media,business,Mitchell Kutney,Shared Services Canada
02/03/2015,media,business,Mitchell Kutney,Shared Services Canada
02/03/2015,politics,politician,Claude Carignan,Canadian House of Commons
02/03/2015,politics,politician,Claude Carignan,Canadian House of Commons
02/03/2015,place,quebec canada,Gatineau,Shared Services Canada
02/03/2015,military,military unit,15th Field Artillery Regiment (Cana,Canadian Department of National Defence
02/03/2015,military,military unit,15th Field Artillery Regiment (Cana,Canadian Department of National Defence
02/03/2015,military,military unit,429 Transport Squadron,Canadian Department of National Defence
03/03/2015,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence
03/03/2015,talk,talk,Talk:Sunlight,Environment Canada
03/03/2015,politics,organisation,Zangger Committee,Shared Services Canada
03/03/2015,politics,organisation,Zangger Committee,Shared Services Canada
03/03/2015,media,book,Bert Fegg's Nasty Book for Boys and Girls,Industry Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
03/03/2015,language,language,Chiac,Shared Services Canada
04/03/2015,military,military equipment,SS Montevideo Maru,Industry Canada
04/03/2015,media,television,Property Brothers,Shared Services Canada
04/03/2015,media,television,Property Brothers,Transport Canada
04/03/2015,media,television,Property Brothers,Shared Services Canada
04/03/2015,media,television,Property Brothers,Transport Canada
04/03/2015,military,military unit,The Fort Garry Horse,Shared Services Canada
04/03/2015,military,military unit,The Fort Garry Horse,Shared Services Canada
04/03/2015,military,military place,List of armouries in Canada,Shared Services Canada
04/03/2015,military,military place,List of armouries in Canada,Shared Services Canada
04/03/2015,military,military place,List of armouries in Canada,Shared Services Canada
04/03/2015,media,music,If I Had $1000000,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
04/03/2015,military,military unit,Royal Canadian Air Cadets,Shared Services Canada
05/03/2015,file,file,File:De Madrid al cielo 287.jpg,Environment Canada
05/03/2015,file,file,File:De Madrid al cielo 287.jpg,Environment Canada
05/03/2015,file,file,File:Ave du parc CUMULUS 1 NB.jpg,Environment Canada
05/03/2015,file,file,File:2014-10-19 16 44 07 Cumulus clouds viewed from near,Environment Canada
05/03/2015,file,file,File:Classic Corn Dog SWA colors SJC dramatic lighti,Environment Canada
05/03/2015,file,file,File:Cúmulos castellanus.jpg,Environment Canada
05/03/2015,file,file,File:De Madrid al cielo 279.jpg,Environment Canada
05/03/2015,file,file,File:Cúmulus castellanus 2.jpg,Environment Canada
05/03/2015,file,file,File:De Madrid al cielo 283.jpg,Environment Canada
05/03/2015,file,file,File:Drahoňův Újezd domy u silnice.jpg,Environment Canada
05/03/2015,file,file,File:Ek och moln på sommaren på Gotland.jpg,Environment Canada
05/03/2015,file,file,File:Fly00803 - Flickr - NOAA Photo Library.jpg,Environment Canada
05/03/2015,file,file,File:Julian Alps Shots Summer 2004 (31).JPG,Environment Canada
05/03/2015,file,file,File:Vlatva River Prague (5661025505).jpg,Environment Canada
05/03/2015,file,file,File:Ogwen River in spate after the storms that ended th,Environment Canada
05/03/2015,talk,talk,Discussion:Prisonniers de guerre allemands aux États-Uni,Environment Canada
05/03/2015,politics,law,Inmigración británica en Argentina,Shared Services Canada
05/03/2015,sports,curling,2015 Canadian Junior Curling Championships,Shared Services Canada
05/03/2015,politics,law,Inmigración británica en Argentina,Shared Services Canada
05/03/2015,politics,law,Inmigración británica en Argentina,Shared Services Canada
05/03/2015,politics,politician,Fin Donnelly,Canadian House of Commons
05/03/2015,politics,politician,Fin Donnelly,Canadian House of Commons
05/03/2015,politics,politician,Fin Donnelly,Canadian House of Commons
05/03/2015,media,poetry,Arthur Rimbaud,Shared Services Canada
05/03/2015,politics,law,Report on the Affairs of British North Amer,Canadian Museum of Civilization
05/03/2015,politics,law,Report on the Affairs of British North Amer,Canadian Museum of Civilization
06/03/2015,science,theory,Pression de vapeur saturante de l'eau,Environment Canada
06/03/2015,file,file,File:2015-02-01 snow storm in Medford MA.jpg,Environment Canada
06/03/2015,file,file,File:Arches National Park - Blue Sky.JPG,Environment Canada
06/03/2015,file,file,File:Arches National Park - Double Arches 3.JPG,Environment Canada
06/03/2015,file,file,File:Canyonlands National Park - Sunsets.JPG,Environment Canada
06/03/2015,file,file,File:Canyonlands National Park 2.JPG,Environment Canada
06/03/2015,file,file,File:Double Rainbow Beauty.jpg,Environment Canada
